orgUnit,period,dataElement,value,expected,detector,severity,confidence,explanation
Facility_029,202510,ITN_distributed,116.0,126.66666666666667,level_shift,medium,0.7,Reporting level changed 4.7x from a 3-period mean of 127 to 591
Facility_027,202407,Malaria_tested,708.0,737.6666666666666,level_shift,medium,0.7,"Reporting level changed 3.5x from a 3-period mean of 738 to 2,547"
Facility_027,202407,Malaria_confirmed,267.0,70.33333333333333,level_shift,medium,0.7,Reporting level changed 3.7x from a 3-period mean of 70 to 263
Facility_014,202412,Malaria_tested,473.0,661.3333333333334,level_shift,medium,0.7,"Reporting level changed 3.5x from a 3-period mean of 661 to 2,289"
Facility_012,202407,Malaria_tested,773.0,3522.6666666666665,level_shift,medium,0.7,"Reporting level changed 0.2x from a 3-period mean of 3,523 to 670"
Facility_006,202407,Malaria_confirmed,142.0,113.33333333333333,level_shift,medium,0.7,Reporting level changed 3.6x from a 3-period mean of 113 to 413
Facility_006,202504,ITN_distributed,57.0,44.0,level_shift,medium,0.7,Reporting level changed 6.1x from a 3-period mean of 44 to 270
Facility_001,202411,Malaria_confirmed,155.0,198.33333333333334,level_shift,medium,0.7,Reporting level changed 0.3x from a 3-period mean of 198 to 53
Facility_001,202408,Malaria_tested,480.0,601.6666666666666,level_shift,medium,0.7,Reporting level changed 0.3x from a 3-period mean of 602 to 182
Facility_003,202407,ANC_1st_visit,213.0,200.66666666666666,level_shift,medium,0.7,Reporting level changed 0.3x from a 3-period mean of 201 to 66
Facility_003,202407,ANC_2nd_visit,143.0,691.3333333333334,level_shift,medium,0.7,Reporting level changed 0.2x from a 3-period mean of 691 to 156
Facility_004,202506,ITN_distributed,177.0,154.0,level_shift,medium,0.7,Reporting level changed 3.2x from a 3-period mean of 154 to 500
Facility_004,202407,Malaria_tested,1065.0,925.0,level_shift,medium,0.7,"Reporting level changed 3.7x from a 3-period mean of 925 to 3,402"
Facility_004,202501,Malaria_treated,87.0,225.33333333333334,level_shift,medium,0.7,Reporting level changed 3.9x from a 3-period mean of 225 to 888
Facility_006,202408,ANC_2nd_visit,43.0,47.333333333333336,level_shift,medium,0.7,Reporting level changed 4.7x from a 3-period mean of 47 to 223
Facility_007,202407,ANC_1st_visit,134.0,515.0,level_shift,medium,0.7,Reporting level changed 0.3x from a 3-period mean of 515 to 152
Facility_007,202407,ITN_distributed,127.0,109.66666666666667,level_shift,medium,0.7,Reporting level changed 3.9x from a 3-period mean of 110 to 426
Facility_007,202411,Malaria_treated,89.0,193.66666666666666,level_shift,medium,0.7,Reporting level changed 0.2x from a 3-period mean of 194 to 37
Facility_009,202407,Malaria_confirmed,278.0,83493.66666666667,level_shift,medium,0.7,"Reporting level changed 0.0x from a 3-period mean of 83,494 to 233"
Facility_009,202507,Malaria_tested,646.0,533.0,level_shift,medium,0.7,"Reporting level changed 3.7x from a 3-period mean of 533 to 1,955"
Facility_010,202509,ANC_2nd_visit,82.0,76.0,level_shift,medium,0.7,Reporting level changed 3.4x from a 3-period mean of 76 to 256
Facility_010,202409,ITN_distributed,72.0,54.666666666666664,level_shift,medium,0.7,Reporting level changed 3.4x from a 3-period mean of 55 to 187
Facility_007,202508,ANC_2nd_visit,63.0,123.0,statistical_outlier,medium,0.686,Modified z-score -6.2 against a facility median of 123 (MAD 6)
Facility_007,202508,ANC_1st_visit,318.0,156.0,statistical_outlier,medium,0.663,Modified z-score 5.8 against a facility median of 156 (MAD 19)
Facility_013,202508,ANC_2nd_visit,78.0,110.0,statistical_outlier,medium,0.615,Modified z-score -4.8 against a facility median of 110 (MAD 4)
Facility_013,202502,ANC_2nd_visit,79.0,110.0,statistical_outlier,medium,0.607,Modified z-score -4.6 against a facility median of 110 (MAD 4)
Facility_013,202507,ANC_2nd_visit,79.0,110.0,statistical_outlier,medium,0.607,Modified z-score -4.6 against a facility median of 110 (MAD 4)
Facility_013,202403,ANC_2nd_visit,80.0,110.0,statistical_outlier,medium,0.6,Modified z-score -4.5 against a facility median of 110 (MAD 4)
Facility_027,202512,ANC_2nd_visit,192.0,145.5,statistical_outlier,medium,0.599,Modified z-score 4.5 against a facility median of 146 (MAD 7)
Facility_026,202411,Malaria_tested,819.0,368.0,statistical_outlier,medium,0.589,Modified z-score 4.3 against a facility median of 368 (MAD 71)
Facility_013,202404,Malaria_tested,946.0,442.5,statistical_outlier,medium,0.587,Modified z-score 4.2 against a facility median of 442 (MAD 80)
Facility_011,202505,ITN_distributed,249.0,158.5,statistical_outlier,medium,0.585,Modified z-score 4.2 against a facility median of 158 (MAD 14)
Facility_034,202512,ANC_1st_visit,59.0,89.0,statistical_outlier,medium,0.577,Modified z-score -4.0 against a facility median of 89 (MAD 5)
Facility_012,202502,ITN_distributed,215.0,128.0,statistical_outlier,medium,0.571,Modified z-score 3.9 against a facility median of 128 (MAD 15)
Facility_036,202506,ANC_1st_visit,437.0,257.5,statistical_outlier,medium,0.57,Modified z-score 3.9 against a facility median of 258 (MAD 31)
Facility_035,202502,ANC_2nd_visit,87.0,144.5,statistical_outlier,medium,0.569,Modified z-score -3.9 against a facility median of 144 (MAD 10)
Facility_006,202506,Malaria_tested,445.0,196.0,statistical_outlier,medium,0.568,Modified z-score 3.9 against a facility median of 196 (MAD 44)
Facility_007,202511,ANC_2nd_visit,86.0,123.0,statistical_outlier,medium,0.567,Modified z-score -3.8 against a facility median of 123 (MAD 6)
Facility_040,202401,ANC_1st_visit,144.0,200.5,statistical_outlier,medium,0.566,Modified z-score -3.8 against a facility median of 200 (MAD 10)
Facility_010,202510,ANC_2nd_visit,37.0,72.5,statistical_outlier,medium,0.559,Modified z-score -3.7 against a facility median of 72 (MAD 6)
Facility_008,202406,ANC_1st_visit,159.0,118.0,statistical_outlier,medium,0.559,Modified z-score 3.7 against a facility median of 118 (MAD 8)
Facility_028,202510,ITN_distributed,62.0,116.0,statistical_outlier,medium,0.557,Modified z-score -3.6 against a facility median of 116 (MAD 10)
Facility_039,202504,Malaria_tested,496.0,274.5,statistical_outlier,medium,0.551,Modified z-score 3.5 against a facility median of 274 (MAD 42)
Facility_034,202503,ANC_1st_visit,115.0,89.0,statistical_outlier,medium,0.55,Modified z-score 3.5 against a facility median of 89 (MAD 5)
Facility_039,all,ITN_distributed,0.4583333333333333,0.2,digit_preference,low,0.6,"46% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,Malaria_confirmed,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,ITN_distributed,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,ANC_2nd_visit,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,ANC_1st_visit,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_016,all,Malaria_confirmed,0.5,0.2,digit_preference,low,0.6,"50% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_029,all,ANC_2nd_visit,0.4583333333333333,0.2,digit_preference,low,0.6,"46% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,Malaria_treated,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_029,all,Malaria_confirmed,0.4583333333333333,0.2,digit_preference,low,0.6,"46% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
Facility_001,all,Malaria_tested,1.0,0.2,digit_preference,low,0.6,"100% of values end in 0 or 5 (chance is 20%), suggesting estimation rather than counting"
